frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
325,14,1577.2294921875 964.05517578125 2067.0419921875 1372.667724609375,car,1760.6845703125 1213.276611328125 1882.3837890625 1254.523193359375,0.7851033806800842,EY61NBG,0.40904275466380297
326,14,1571.4293212890625 967.4884033203125 2069.875244140625 1378.5582275390625,car,1762.626708984375 1222.52587890625 1882.471923828125 1258.83154296875,0.7457420825958252,EYGTNBG,0.12521077332441988
327,14,1578.057373046875 972.510986328125 2073.2373046875 1384.6373291015625,car,1760.9384765625 1233.220458984375 1875.18212890625 1264.848388671875,0.7664960026741028,ET61NBC,0.2066086049821316
328,14,1570.5450439453125 976.1546630859375 2075.57373046875 1388.463134765625,car,1762.357666015625 1235.931640625 1869.451416015625 1268.0966796875,0.6017805337905884,EY61NBC,0.1389437357553821
329,14,1568.3001708984375 981.1773681640625 2078.95068359375 1395.402099609375,car,1774.08203125 1241.699951171875 1888.86767578125 1275.837158203125,0.451240599155426,EX61NBG,0.18299452225497484
330,14,1569.7789306640625 986.41943359375 2081.498046875 1402.460693359375,car,1762.86083984375 1242.8792724609375 1891.490234375 1282.9117431640625,0.6595284342765808,EF61NBG,0.6091622970434637
331,14,1570.6888427734375 989.9492797851562 2083.3056640625 1406.35791015625,car,1771.897705078125 1247.6058349609375 1893.651123046875 1286.3050537109375,0.7165818214416504,EF61NBG,0.640574678294325
332,14,1574.560791015625 995.6657104492188 2086.5205078125 1412.8424072265625,car,1765.050048828125 1250.904296875 1894.211181640625 1290.4658203125,0.5000981092453003,EX61NBG,0.09462245109735613
333,14,1576.82275390625 1001.2843627929688 2089.57568359375 1420.354736328125,car,1766.05517578125 1257.755615234375 1890.46533203125 1297.133544921875,0.5294561386108398,EY61NBG,0.601327717906515
334,14,1576.24658203125 1004.1748657226562 2090.786865234375 1423.6478271484375,car,1772.4208984375 1267.6571044921875 1882.90869140625 1302.0433349609375,0.5923168659210205,EY61NBC,0.42221162056085776
335,14,1577.13330078125 1009.2666931152344 2094.3291015625 1427.705810546875,0,1774.2421875 1271.6941528320312 1892.7308349609375 1308.6004028320312,0,0,0
336,14,1578.02001953125 1014.3585205078125 2097.871337890625 1431.7637939453125,car,1776.0634765625 1275.731201171875 1902.552978515625 1315.157470703125,0.6442686915397644,EYEINBG,0.5616556548069113
337,14,1577.397216796875 1017.0311889648438 2098.230712890625 1434.2254638671875,car,1778.3153076171875 1279.74755859375 1902.7708740234375 1318.29052734375,0.6807494163513184,EY61NBG,0.5261640705824986
338,14,1577.7672119140625 1021.0543212890625 2101.347900390625 1435.1475830078125,car,1777.04248046875 1286.0087890625 1906.366455078125 1323.0224609375,0.6953152418136597,EY61NBG,0.8435507409456365
339,14,1578.6427001953125 1026.2010498046875 2105.160400390625 1436.4306640625,car,1781.209716796875 1290.4224853515625 1904.758056640625 1329.3304443359375,0.540834367275238,EY61NBG,0.5796780115844513
340,14,1581.7571207682292 1031.0587565104167 2108.0767415364585 1437.6204427083333,0,1782.3375651041667 1297.3546549479167 1906.8621419270833 1335.5665690104167,0,0,0
341,14,1584.8715413411458 1035.9164632161458 2110.9930826822915 1438.8102213541667,0,1783.4654134114583 1304.2868245442708 1908.9662272135417 1341.8026936848958,0,0,0
342,14,1587.9859619140625 1040.774169921875 2113.909423828125 1440.0,car,1784.59326171875 1311.218994140625 1911.0703125 1348.038818359375,0.40918293595314026,EY61NBG,0.7400320949500968
343,14,1593.9410400390625 1044.1778564453125 2115.60986328125 1439.6666259765625,car,1788.597412109375 1314.55859375 1923.129638671875 1350.974609375,0.5152758359909058,EY61NBG,0.3655973368006998
344,14,1590.8699951171875 1047.75390625 2118.8483072916665 1438.3260498046875,0,1791.2150065104167 1320.9962565104167 1919.8870442708333 1356.4998372395833,0,0,0
345,14,1587.7989501953125 1051.3299560546875 2122.0867513020835 1436.9854736328125,0,1793.8326009114583 1327.4339192708333 1916.6444498697917 1362.0250651041667,0,0,0
346,14,1584.7279052734375 1054.906005859375 2125.3251953125 1435.6448974609375,car,1796.4501953125 1333.87158203125 1913.40185546875 1367.55029296875,0.583903431892395,EY61NBC,0.6513919481221585
347,14,1586.0451049804688 1060.4411010742188 2128.31298828125 1435.9087524414062,0,1796.037109375 1338.733154296875 1923.002685546875 1375.646484375,0,0,0
348,14,1587.3623046875 1065.9761962890625 2131.30078125 1436.172607421875,car,1795.6240234375 1343.5947265625 1932.603515625 1383.74267578125,0.6581366062164307,EY61NBG,0.5328395642568401
349,14,1588.74560546875 1068.1153564453125 2133.041748046875 1437.0120849609375,car,1798.704345703125 1348.724609375 1928.03466796875 1384.8017578125,0.36626020073890686,EY61NBC,0.8249204369104652
350,14,1590.59521484375 1073.9197998046875 2136.294921875 1436.6988525390625,car,1796.954345703125 1355.41796875 1917.2822265625 1390.53955078125,0.28688687086105347,EY61NBL,0.7866964686001604
409,16,1538.252685546875 604.367919921875 2040.1365966796875 1219.5340576171875,car,1715.404296875 1081.77001953125 1832.7021484375 1119.355224609375,0.4822171926498413,BG65USJ,0.4529118831206668
410,16,1538.775390625 607.1641235351562 2039.4383544921875 1225.149658203125,car,1721.566650390625 1086.1229248046875 1832.493896484375 1126.2882080078125,0.5940999388694763,BG65USJ,0.40022914892679146
411,16,1539.7852783203125 608.7870788574219 2041.8278198242188 1228.8487548828125,0,1723.2426147460938 1088.4441528320312 1833.0661010742188 1127.3856811523438,0,0,0
412,16,1540.795166015625 610.4100341796875 2044.21728515625 1232.5478515625,car,1724.9185791015625 1090.765380859375 1833.6383056640625 1128.483154296875,0.5272604823112488,8G6SUSJ,0.5248645550394319
413,16,1540.5419921875 612.3576354980469 2046.7391357421875 1238.9151611328125,0,1724.4821166992188 1095.088623046875 1833.7702026367188 1134.140380859375,0,0,0
414,16,1540.288818359375 614.3052368164062 2049.260986328125 1245.282470703125,car,1724.045654296875 1099.411865234375 1833.902099609375 1139.797607421875,0.25656425952911377,PGESUS_,0.1568034194396081
415,16,1541.7575073242188 616.4647216796875 2050.658203125 1249.9058837890625,0,1723.23876953125 1103.4686889648438 1836.14990234375 1144.7915649414062,0,0,0
416,16,1543.2261962890625 618.6242065429688 2052.055419921875 1254.529296875,car,1722.431884765625 1107.5255126953125 1838.397705078125 1149.7855224609375,0.2581929564476013,BG6SUS,0.10667387347190686
417,16,1541.7633056640625 622.11474609375 2053.403076171875 1261.0833740234375,car,1722.1055908203125 1112.563232421875 1839.8831787109375 1153.819091796875,0.6526790261268616,BG6SUS,0.7316500357519815
418,16,1541.2540283203125 623.76416015625 2053.9697265625 1266.3876953125,car,1720.001220703125 1115.0115966796875 1840.326416015625 1153.1495361328125,0.5086402893066406,OG65USJ,0.3254055043810732
419,16,1542.0714111328125 625.9185180664062 2056.2802734375 1272.269287109375,car,1726.8404541015625 1120.716552734375 1841.0628662109375 1161.608154296875,0.4397237300872803,BG65USJ,0.18395462197443027
420,16,1542.334228515625 628.8928833007812 2057.97607421875 1278.2308349609375,car,1728.91015625 1123.626708984375 1840.34716796875 1164.435302734375,0.7098337411880493,BG65USJ,0.4705471421457904
421,16,1542.166259765625 629.870361328125 2058.6005859375 1280.5362548828125,car,1728.7913818359375 1128.011962890625 1841.6312255859375 1166.513916015625,0.7239629030227661,BG65USJ,0.59914381829761
422,16,1541.08447265625 632.3781127929688 2060.173583984375 1286.0177001953125,car,1727.6103515625 1132.9449462890625 1841.8291015625 1174.3968505859375,0.5546225309371948,BG65WSJ,0.17478059824784
423,16,1542.4078369140625 636.1392211914062 2062.187255859375 1290.91650390625,car,1724.82177734375 1137.71630859375 1843.25439453125 1180.1572265625,0.7294716835021973,BGGSUS_,0.30083609332543904
424,16,1542.4989013671875 638.3427734375 2064.576416015625 1293.2103271484375,car,1727.508056640625 1140.059814453125 1841.395263671875 1183.013916015625,0.7465170621871948,BG65USJ,0.4015067842201308
425,16,1543.07568359375 641.4285888671875 2066.41748046875 1299.4356689453125,car,1722.9091796875 1144.415771484375 1843.48291015625 1185.718017578125,0.7798693776130676,PG65USJ,0.09932570030009356
426,16,1543.640625 644.5877075195312 2066.425048828125 1304.4625244140625,car,1729.291748046875 1150.385009765625 1841.863037109375 1189.192138671875,0.31508001685142517,8GG5USJ,0.34576852397069574
427,16,1544.3404541015625 646.0208129882812 2067.646240234375 1307.6961669921875,car,1728.60205078125 1152.474365234375 1843.07373046875 1192.215576171875,0.8306389451026917,BG65USJ,0.3885488237057747
428,16,1544.6405029296875 648.8298950195312 2069.28369140625 1311.9591064453125,car,1729.62158203125 1158.05615234375 1846.7421875 1196.508056640625,0.8395337462425232,OG65USJ,0.46377837780654
429,16,1543.6552734375 650.1550903320312 2070.470703125 1316.267333984375,car,1733.00048828125 1165.666015625 1847.0693359375 1201.5703125,0.5068177580833435,OG65USJ,0.19147033136056413
430,16,1543.8114013671875 650.8098754882812 2071.706298828125 1317.6470947265625,car,1729.10888671875 1167.6884765625 1848.60546875 1208.8525390625,0.25195929408073425,8G6SUSJ,0.06134818150088305
431,16,1544.44873046875 652.5857543945312 2073.7265625 1322.3358154296875,car,1730.727783203125 1171.722900390625 1846.819580078125 1213.745361328125,0.7450319528579712,BG65USJ,0.6421590662970881
432,16,1545.3687744140625 655.8369750976562 2074.948486328125 1329.4149169921875,car,1731.437744140625 1176.38720703125 1846.437255859375 1217.113525390625,0.7964989542961121,BG65USJ,0.6145047885910774
433,16,1545.572998046875 657.182861328125 2076.132568359375 1331.9547119140625,car,1732.628173828125 1179.6533203125 1847.168212890625 1219.71240234375,0.7349472045898438,BG65USJ,0.19851145939282402
434,16,1545.630859375 659.4336547851562 2077.30078125 1337.2879638671875,car,1732.8603515625 1184.36962890625 1848.359619140625 1224.953857421875,0.8541815876960754,BG65USJ,0.3572683965648243
435,16,1545.338134765625 664.3504028320312 2080.36474609375 1344.4185791015625,car,1732.94384765625 1188.7421875 1850.29638671875 1228.31298828125,0.7729167342185974,BC65USJ,0.4373403145630603
436,16,1544.8316650390625 666.1070556640625 2081.7724609375 1347.50244140625,car,1730.901123046875 1193.2213134765625 1851.2880859375 1232.9315185546875,0.8371937870979309,BCESUSJ,0.6595609251785728
437,16,1544.137939453125 671.0319213867188 2083.5869140625 1349.18505859375,car,1731.13818359375 1201.630615234375 1850.7646484375 1238.145263671875,0.29735419154167175,BCESUSJ,0.6606613073623017
438,16,1543.474853515625 676.0501098632812 2085.211669921875 1355.48291015625,car,1729.315185546875 1202.70068359375 1849.656494140625 1246.25,0.8264118432998657,BC65USJ,0.3275635494478925
439,16,1543.0299072265625 677.867919921875 2085.008056640625 1358.302001953125,car,1730.152587890625 1207.5859375 1853.097900390625 1248.18994140625,0.7677683234214783,BG65USJ,0.3934279750556042
440,16,1542.394287109375 681.7105102539062 2086.043212890625 1363.3533935546875,car,1734.8306884765625 1210.7464599609375 1851.2542724609375 1253.0777587890625,0.7387189865112305,OG65USJ,0.3422810088083981
441,16,1541.9339599609375 686.6099853515625 2087.679443359375 1368.025390625,car,1733.57958984375 1217.53955078125 1853.4853515625 1258.815185546875,0.8140405416488647,OG65USJ,0.22238118751572022
442,16,1541.173583984375 688.5581665039062 2089.0263671875 1370.9599609375,car,1734.432861328125 1220.4486083984375 1856.357666015625 1260.3001708984375,0.7365418076515198,[BC6SUSJ,0.11179379017715721
443,16,1541.1978759765625 691.530517578125 2090.233154296875 1375.7166748046875,car,1730.608154296875 1229.450439453125 1853.848388671875 1269.758544921875,0.7065115571022034,BC65USJ,0.54662710884007
444,16,1541.5196533203125 695.1187133789062 2091.467041015625 1381.6632080078125,car,1729.4158935546875 1233.21533203125 1857.3519287109375 1275.26220703125,0.7622754573822021,BC65USJ,0.3334427070591973
445,16,1541.90380859375 696.886962890625 2092.93017578125 1384.522216796875,car,1728.57666015625 1233.9029541015625 1858.670166015625 1278.4298095703125,0.8204501271247864,BGESUSJ,0.6152990288923336
446,16,1541.1646728515625 700.6306762695312 2094.538330078125 1389.636474609375,car,1730.69189453125 1241.139892578125 1857.4462890625 1286.525634765625,0.8376030325889587,BG65USJ,0.39873957509375685
447,16,1541.0421142578125 704.5488891601562 2097.190673828125 1395.816650390625,car,1733.124267578125 1246.240234375 1857.95458984375 1290.0078125,0.8650313019752502,BG65USJ,0.4149074009928018
448,16,1540.631103515625 707.1595458984375 2097.435302734375 1398.4940185546875,car,1732.833251953125 1248.690185546875 1858.330810546875 1292.9560546875,0.8696925044059753,OC65USJ,0.4891696342456304
449,16,1540.261474609375 710.8837280273438 2099.428955078125 1401.9254150390625,car,1729.881103515625 1255.945556640625 1862.635009765625 1299.339111328125,0.7839886546134949,0G6SUS,0.1683218366226807
450,16,1539.9869384765625 714.8048095703125 2102.260009765625 1397.1917724609375,car,1729.117431640625 1262.19970703125 1862.474853515625 1305.61328125,0.684544026851654,OG65USJ,0.39293842092087194
451,16,1539.298583984375 716.1954956054688 2102.783935546875 1399.052001953125,car,1729.702392578125 1264.90087890625 1862.469970703125 1310.7939453125,0.8390154242515564,BG65USJ,0.5647585637691132
452,16,1538.536865234375 719.701904296875 2104.06103515625 1401.4644775390625,car,1731.959228515625 1271.3040771484375 1863.000732421875 1316.7872314453125,0.8271844983100891,PG65USJ,0.20173026432530666
453,16,1538.49072265625 723.5184326171875 2106.07763671875 1410.1473388671875,car,1733.445556640625 1277.822998046875 1860.943603515625 1322.019287109375,0.8807764053344727,PG6SUS_,0.4370713325891226
454,16,1538.23291015625 727.01708984375 2106.93505859375 1414.3721923828125,car,1734.40576171875 1282.1534423828125 1860.310546875 1325.0606689453125,0.87566077709198,@G6SWS_,0.07583303092966204
455,16,1538.190673828125 729.8953247070312 2108.97412109375 1416.27490234375,car,1731.737060546875 1288.597900390625 1863.810302734375 1332.520751953125,0.8573636412620544,BG65USJ,0.555949174842381
456,16,1537.667236328125 734.1810302734375 2110.123779296875 1416.1993408203125,car,1729.440673828125 1295.7991943359375 1867.9150390625 1338.5723876953125,0.5420465469360352,BG65USJ,0.261055660509107
457,16,1536.40234375 735.5833740234375 2110.310302734375 1416.441162109375,car,1728.705078125 1297.45458984375 1866.4619140625 1343.36572265625,0.8192645907402039,BG65USJ,0.643444610966673
458,16,1536.22265625 739.4487915039062 2111.055908203125 1420.99072265625,car,1730.5428466796875 1303.73681640625 1867.1451416015625 1349.41064453125,0.7369775772094727,BG65UGI,0.30547597450763664
459,16,1535.6417236328125 742.5311279296875 2112.904052734375 1423.0919189453125,car,1732.7744140625 1309.68408203125 1866.108642578125 1354.07763671875,0.8671109080314636,BG65VSJ,0.6210095691841785
460,16,1535.1453857421875 743.9984741210938 2114.1640625 1423.4901123046875,car,1732.1275634765625 1312.96337890625 1866.8221435546875 1357.4716796875,0.8755330443382263,BG65USJ,0.09940442944214593
461,16,1534.6162109375 747.2012329101562 2114.876220703125 1423.4644775390625,car,1729.83984375 1319.163818359375 1867.73681640625 1365.067138671875,0.8310444951057434,BGGSVS,0.45177410773560256
462,16,1534.507080078125 750.5587768554688 2117.351318359375 1424.8150634765625,car,1729.233642578125 1324.78369140625 1870.897705078125 1372.91650390625,0.6113942265510559,BG65USJ,0.462508527425404
463,16,1534.3089599609375 751.56689453125 2117.913330078125 1425.6468505859375,car,1728.6646728515625 1328.077392578125 1870.6876220703125 1376.099609375,0.78656005859375,BG65USJ,0.6090043069214652
464,16,1534.2130126953125 756.6030883789062 2119.220947265625 1426.7833251953125,car,1734.291748046875 1337.837158203125 1869.959228515625 1383.068115234375,0.861919105052948,0G6SU5_,0.1464959704152909
465,16,1533.152587890625 761.4944458007812 2121.303466796875 1428.6507568359375,car,1736.20361328125 1343.32861328125 1870.86376953125 1388.24462890625,0.8797398209571838,BG65USJ,0.13719892967295066
466,16,1533.218994140625 764.1819458007812 2122.021484375 1428.8905029296875,car,1733.446044921875 1346.56591796875 1872.322509765625 1391.44921875,0.8743071556091309,@CRSUS,0.014318172053144977
467,16,1530.9127197265625 768.4644165039062 2123.931640625 1428.94091796875,car,1734.859619140625 1355.1107177734375 1870.027099609375 1399.9478759765625,0.8342746496200562,@G6SUS,0.19232411225183818
468,16,1528.240478515625 773.3194580078125 2125.353515625 1428.6083984375,car,1734.6036376953125 1363.28857421875 1873.6500244140625 1408.134521484375,0.7371777296066284,0GGSUS,0.23214535384744753
469,16,1526.83984375 776.091064453125 2126.33203125 1427.6016845703125,car,1735.2449951171875 1365.39453125 1874.2806396484375 1411.505126953125,0.8275207877159119,0GGSUS,0.16192645828898863
470,16,1522.4495849609375 780.1436767578125 2129.206787109375 1427.168212890625,car,1738.557373046875 1371.3544921875 1873.30908203125 1417.666015625,0.8769550323486328,0G6SUS,0.11279892046948295
471,16,1511.7667236328125 784.02197265625 2132.091064453125 1427.77783203125,car,1734.985107421875 1377.750244140625 1876.492431640625 1424.824951171875,0.8738293647766113,OG65VSJ,0.19039093556963296
650,19,2229.333984375 904.8711547851562 2559.16748046875 1285.5015869140625,car,2400.35107421875 1138.038330078125 2551.61181640625 1187.073974609375,0.4464675784111023,None,0.0
651,19,2232.701416015625 907.764902750651 2559.1931966145835 1290.8760782877605,0,2404.9530436197915 1142.796122233073 2552.5659993489585 1192.3211466471355,0,0,0
652,19,2236.06884765625 910.6586507161459 2559.2189127604165 1296.2505696614583,0,2409.5550130208335 1147.5539143880208 2553.5201822916665 1197.5683186848958,0,0,0
653,19,2239.436279296875 913.5523986816406 2559.24462890625 1301.6250610351562,0,2414.156982421875 1152.3117065429688 2554.474365234375 1202.8154907226562,0,0,0
654,19,2242.8037109375 916.4461466471354 2559.2703450520835 1306.9995524088542,0,2418.7589518229165 1157.0694986979167 2555.4285481770835 1208.0626627604167,0,0,0
655,19,2246.171142578125 919.3398946126302 2559.2960611979165 1312.374043782552,0,2423.3609212239585 1161.8272908528645 2556.3827311197915 1213.309834798177,0,0,0
656,19,2249.53857421875 922.233642578125 2559.32177734375 1317.74853515625,car,2427.962890625 1166.5850830078125 2557.3369140625 1218.5570068359375,0.28413498401641846,None,0.0
657,19,2252.1719970703125 926.4345397949219 2559.00927734375 1323.402099609375,0,2431.7808837890625 1174.980224609375 2557.8253173828125 1224.0120849609375,0,0,0
658,19,2254.805419921875 930.6354370117188 2558.69677734375 1329.0556640625,car,2435.598876953125 1183.3753662109375 2558.313720703125 1229.4671630859375,0.36808979511260986,None,0.0
659,19,2257.61376953125 935.440673828125 2559.285888671875 1336.3284912109375,car,2430.45263671875 1184.783447265625 2556.49365234375 1235.998291015625,0.2974162995815277,None,0.0
491,22,689.4307250976562 766.6976928710938 1104.49658203125 1122.6297607421875,car,849.5322265625 991.4425048828125 944.7060546875 1030.5902099609375,0.47402462363243103,IK64DHV,0.3218811320117436
492,22,687.9087336613582 768.3184391902043 1103.5150334284856 1125.2242337740386,0,847.1980356069712 993.7764235276443 943.3547738882212 1033.1954815204326,0,0,0
493,22,686.3867422250601 769.9391855093149 1102.5334848257212 1127.8187068058894,0,844.8638446514423 996.110342172476 942.0034930889423 1035.800753079928,0,0,0
494,22,684.864750788762 771.5599318284255 1101.5519362229568 1130.4131798377405,0,842.5296536959135 998.4442608173077 940.6522122896635 1038.406024639423,0,0,0
495,22,683.342759352464 773.180678147536 1100.5703876201924 1133.0076528695913,0,840.1954627403846 1000.7781794621394 939.3009314903846 1041.0112961989182,0,0,0
496,22,681.8207679161659 774.8014244666466 1099.588839017428 1135.6021259014424,0,837.8612717848557 1003.1120981069712 937.9496506911057 1043.6165677584136,0,0,0
497,22,680.2987764798678 776.4221707857572 1098.6072904146636 1138.1965989332932,0,835.5270808293269 1005.4460167518029 936.5983698918269 1046.2218393179087,0,0,0
498,22,678.7767850435697 778.0429171048678 1097.625741811899 1140.7910719651443,0,833.1928898737981 1007.7799353966346 935.2470890925481 1048.8271108774038,0,0,0
499,22,677.2547936072716 779.6636634239784 1096.6441932091345 1143.3855449969951,0,830.8586989182693 1010.1138540414663 933.8958082932693 1051.432382436899,0,0,0
500,22,675.7328021709735 781.284409743089 1095.6626446063701 1145.9800180288462,0,828.5245079627404 1012.4477726862981 932.5445274939904 1054.0376539963943,0,0,0
501,22,674.2108107346755 782.9051560621995 1094.6810960036057 1148.574491060697,0,826.1903170072115 1014.7816913311298 931.1932466947115 1056.6429255558894,0,0,0
502,22,672.6888192983774 784.5259023813101 1093.6995474008413 1151.168964092548,0,823.8561260516827 1017.1156099759615 929.8419658954327 1059.2481971153845,0,0,0
503,22,671.1668278620793 786.1466487004207 1092.717998798077 1153.763437124399,0,821.5219350961538 1019.4495286207932 928.4906850961538 1061.8534686748799,0,0,0
504,22,669.6448364257812 787.7673950195312 1091.7364501953125 1156.35791015625,car,819.187744140625 1021.783447265625 927.139404296875 1064.458740234375,0.370850145816803,AK64DHV,0.6675225578580088
505,22,667.094970703125 790.5006713867188 1090.8075358072917 1159.0094807942708,0,820.6176147460938 1024.0094401041667 926.5020548502604 1067.50537109375,0,0,0
506,22,664.5451049804688 793.2339477539062 1089.8786214192708 1161.6610514322917,0,822.0474853515625 1026.2354329427083 925.8647054036459 1070.552001953125,0,0,0
507,22,661.9952392578125 795.9672241210938 1088.94970703125 1164.3126220703125,car,823.4773559570312 1028.46142578125 925.2273559570312 1073.5986328125,0.5309126377105713,AKE4DHV,0.3204168546574989
508,22,659.9050140380859 797.8486557006836 1087.2720794677734 1167.2509460449219,0,821.4114608764648 1031.3036804199219 923.936897277832 1075.992919921875,0,0,0
509,22,657.8147888183594 799.7300872802734 1085.5944519042969 1170.1892700195312,0,819.3455657958984 1034.1459350585938 922.6464385986328 1078.38720703125,0,0,0
510,22,655.7245635986328 801.6115188598633 1083.9168243408203 1173.1275939941406,0,817.279670715332 1036.9881896972656 921.3559799194336 1080.781494140625,0,0,0
511,22,653.6343383789062 803.4929504394531 1082.2391967773438 1176.06591796875,0,815.2137756347656 1039.8304443359375 920.0655212402344 1083.17578125,0,0,0
512,22,651.5441131591797 805.374382019043 1080.5615692138672 1179.0042419433594,0,813.1478805541992 1042.6726989746094 918.7750625610352 1085.570068359375,0,0,0
513,22,649.4538879394531 807.2558135986328 1078.8839416503906 1181.9425659179688,0,811.0819854736328 1045.5149536132812 917.4846038818359 1087.96435546875,0,0,0
514,22,647.3636627197266 809.1372451782227 1077.206314086914 1184.8808898925781,0,809.0160903930664 1048.3572082519531 916.1941452026367 1090.358642578125,0,0,0
515,22,645.2734375 811.0186767578125 1075.5286865234375 1187.8192138671875,car,806.9501953125 1051.199462890625 914.9036865234375 1092.7529296875,0.33899298310279846,AK64DMV,0.2249986162321614
516,22,643.1080780029297 813.1890106201172 1072.0329895019531 1191.1301879882812,0,804.5155029296875 1054.4931030273438 914.9225158691406 1096.5415649414062,0,0,0
517,22,640.9427185058594 815.3593444824219 1068.5372924804688 1194.441162109375,0,802.080810546875 1057.7867431640625 914.9413452148438 1100.3302001953125,0,0,0
518,22,638.7773590087891 817.5296783447266 1065.0415954589844 1197.7521362304688,0,799.6461181640625 1061.0803833007812 914.9601745605469 1104.1188354492188,0,0,0
519,22,636.6119995117188 819.7000122070312 1061.5458984375 1201.0631103515625,car,797.21142578125 1064.3740234375 914.97900390625 1107.907470703125,0.5094829797744751,AFE4DMV,0.28555189773939965
520,22,634.7635498046875 821.356689453125 1060.7469482421875 1203.88134765625,car,797.746826171875 1065.556396484375 913.33203125 1106.394775390625,0.4775841534137726,AKE4DMV,0.3675288140018379
521,22,632.6865539550781 823.3758544921875 1059.5118408203125 1208.0262451171875,0,795.212158203125 1070.4342041015625 910.4473876953125 1111.1207275390625,0,0,0
522,22,630.6095581054688 825.39501953125 1058.2767333984375 1212.171142578125,car,792.677490234375 1075.31201171875 907.562744140625 1115.8466796875,0.5296532511711121,AK64DMV,0.433062653007291
523,22,629.9139404296875 827.280029296875 1058.8834228515625 1214.49560546875,car,785.3466796875 1077.80029296875 909.281982421875 1117.149169921875,0.36489337682724,AK64DHV,0.6201498116220155
524,22,628.2654418945312 829.9083251953125 1057.1708984375 1218.7109375,car,785.8023681640625 1081.2451171875 900.1070556640625 1119.8125,0.44531065225601196,AK64@HV,0.24533045481291332
525,22,625.6604614257812 831.4340209960938 1057.279296875 1222.2506103515625,car,785.4935302734375 1082.9918212890625 898.8614501953125 1123.6986083984375,0.6840406060218811,AK64DHV,0.5664854797718053
526,22,623.5863037109375 832.557373046875 1059.8624267578125 1223.78662109375,car,783.4246826171875 1083.9267578125 901.0728759765625 1124.91455078125,0.6231692433357239,AK64DHV,0.6785089946034312
527,22,621.4387817382812 834.8178100585938 1058.0628662109375 1228.5533447265625,car,784.6170654296875 1089.2921142578125 901.5599365234375 1129.6807861328125,0.42874425649642944,AKE4DHV,0.29840964885968774
528,22,619.6141967773438 838.6019897460938 1056.46533203125 1233.38818359375,car,778.9005126953125 1091.53076171875 903.152099609375 1133.58984375,0.48306792974472046,AKE4DHV,0.41194705013063837
529,22,618.9425048828125 840.507080078125 1056.0125732421875 1236.0518798828125,car,783.071533203125 1095.952392578125 899.042724609375 1134.786865234375,0.39225059747695923,AKE4DMV,0.6567051077356142
530,22,617.0849609375 843.57861328125 1057.3980712890625 1239.3553466796875,car,785.6680297851562 1100.5355224609375 894.1430053710938 1137.1002197265625,0.44796979427337646,AK64DMV,0.7506240054361296
531,22,615.5667114257812 847.02685546875 1055.762451171875 1243.1033935546875,car,778.1318359375 1105.844970703125 887.24365234375 1141.4716796875,0.49748146533966064,AK64DMV,0.7485032870705686
532,22,614.1207885742188 848.296142578125 1051.97412109375 1245.699462890625,car,769.6397705078125 1106.57177734375 894.2655029296875 1145.5537109375,0.6368069052696228,AK64DMV,0.4203262817044248
533,22,613.4646606445312 853.3203125 1049.8048095703125 1249.439697265625,car,763.3892822265625 1109.630126953125 894.07470703125 1149.663330078125,0.718302845954895,AKE4DMV,0.44240162959404805
534,22,609.9168090820312 858.0230102539062 1048.9366455078125 1253.861328125,car,763.28076171875 1114.382080078125 889.266845703125 1152.465087890625,0.6798953413963318,AK64DHV,0.5189361752814681
535,22,607.9930419921875 859.4072875976562 1052.5953369140625 1256.2144775390625,car,771.652587890625 1114.6246337890625 884.59423828125 1155.5516357421875,0.7698433995246887,AK64@HV,0.529847036901992
536,22,605.8065795898438 861.9979858398438 1048.947021484375 1261.158203125,car,777.03955078125 1119.0885009765625 883.207763671875 1159.1868896484375,0.47597816586494446,AK64DHV,0.5665782371443107
537,22,603.3056030273438 864.8584594726562 1046.2879638671875 1264.9962158203125,car,764.322265625 1121.0751953125 886.189697265625 1162.4462890625,0.8099511861801147,AK64DHV,0.5811209513109127
538,22,602.6803588867188 865.6043090820312 1048.53857421875 1267.561767578125,car,760.1605224609375 1123.61669921875 887.3897705078125 1165.00830078125,0.7381737232208252,AK64DMV,0.6209228835296515
539,22,600.3616333007812 869.4288940429688 1046.146484375 1271.7235107421875,car,761.235107421875 1128.810546875 884.8665771484375 1170.73095703125,0.7960934042930603,AK64DMV,0.8148794246274542
540,22,599.425537109375 872.3453369140625 1042.7105712890625 1276.2164306640625,car,757.8868408203125 1132.53759765625 884.67333984375 1173.92919921875,0.7704474329948425,AK64DMV,0.4875090214395632
541,22,598.3882446289062 873.8281860351562 1042.5203857421875 1279.6751708984375,car,761.323974609375 1135.8939208984375 881.8837890625 1175.9615478515625,0.7995008826255798,AK64DMV,0.4815083496245428
542,22,596.2701416015625 876.2303466796875 1042.9630126953125 1284.2713623046875,car,756.3384399414062 1138.730224609375 879.5473022460938 1181.754150390625,0.8363232016563416,AK64WMV,0.29049964157265795
543,22,594.487060546875 880.03515625 1043.189208984375 1287.5888671875,car,756.5089111328125 1141.6787109375 881.1153564453125 1185.15234375,0.8428899049758911,AK64DMV,0.7661569216512804
544,22,592.8228759765625 881.43603515625 1043.7332763671875 1290.4434814453125,car,752.1243896484375 1146.421875 881.1116943359375 1187.3466796875,0.7759162783622742,AK64@IV,0.11831342428708877
